GMTDateTime,X,Y
12/10/15 15:21,45.03217176,-93.01918272
12/10/15 15:21,45.03217176,-93.01918272
12/10/15 15:21,45.03221028,-93.01918333
12/10/15 15:21,45.03226649,-93.01918391
12/10/15 15:21,45.03232524,-93.01918357
12/10/15 15:22,45.03241349,-93.01907175
12/10/15 15:22,45.03232845,-93.01906209
12/10/15 15:22,45.0322158,-93.0190441
12/10/15 15:23,45.03216749,-93.01903637
12/10/15 15:24,45.0321805,-93.01903812
12/10/15 15:24,45.03222165,-93.01905212
12/10/15 15:24,45.0322513,-93.01905682
12/10/15 15:24,45.03225578,-93.01905898
12/10/15 15:24,45.03225626,-93.01905858
12/10/15 15:24,45.03206717,-93.01905248
12/10/15 15:24,45.03174204,-93.01893734
12/10/15 15:25,45.03190056,-93.01845169
12/10/15 15:25,45.0325479,-93.01831627
12/10/15 15:25,45.0325479,-93.01831627
12/10/15 15:25,45.03258534,-93.01830841
12/10/15 15:25,45.03258534,-93.01830841
12/10/15 15:25,45.03269201,-93.01829131
12/10/15 15:25,45.03269201,-93.01829131
12/10/15 15:25,45.03276195,-93.01827777
12/10/15 15:25,45.03293908,-93.01823968
12/10/15 15:25,45.03322196,-93.01863342
12/10/15 15:25,45.0332199,-93.01873957
12/10/15 15:53,45.02011988,-93.01933138
12/10/15 15:55,45.00681607,-93.02531579
12/10/15 15:57,44.9992497,-93.03510226
12/10/15 15:57,44.99925641,-93.0363778
12/10/15 15:58,44.99985641,-93.0457645
12/10/15 15:58,45.00093088,-93.0457446
12/10/15 15:58,45.03137798,-93.01931253
12/10/15 15:58,45.00134793,-93.04574082
12/10/15 15:58,45.03108183,-93.01930347
12/10/15 15:58,45.00134858,-93.04574084
12/10/15 15:58,45.0013484,-93.04574049
12/10/15 15:59,45.03012902,-93.0191813
12/10/15 15:59,45.00134864,-93.04574059
12/10/15 15:59,45.00134866,-93.04574057
12/10/15 15:59,45.00169666,-93.0457979
12/10/15 16:00,45.02815979,-93.02057256
12/10/15 16:00,45.02773541,-93.02086364
12/10/15 16:00,45.02773707,-93.02093968
12/10/15 16:00,45.02773698,-93.02102505
12/10/15 16:00,45.02773964,-93.0214645
12/10/15 16:00,45.02774166,-93.02155897
12/10/15 16:00,45.02774344,-93.0216451
12/10/15 16:00,45.02774344,-93.0216451
12/10/15 16:00,45.0277444,-93.02173685
12/10/15 16:00,45.0277444,-93.02173685
12/10/15 16:00,45.02774357,-93.02182417
12/10/15 16:00,45.02772814,-93.02223542
12/10/15 16:00,45.02773308,-93.02231702
12/10/15 16:00,45.02773763,-93.02239595
12/10/15 16:00,45.02774594,-93.02253498
12/10/15 16:00,45.02774874,-93.02264485
12/10/15 16:00,45.02774874,-93.02264485
12/10/15 16:00,45.02774802,-93.02269588
12/10/15 16:00,45.02774946,-93.02274396
12/10/15 16:00,45.02775018,-93.02278452
12/10/15 16:01,45.02758372,-93.02294595
12/10/15 16:01,45.02754533,-93.02295026
12/10/15 16:01,45.02715286,-93.02311754
12/10/15 16:01,45.02712631,-93.02308332
12/10/15 16:01,45.02711074,-93.02303544
12/10/15 16:01,45.02711074,-93.02303544
12/10/15 16:01,45.0271515,-93.02291416
12/10/15 16:01,45.02718552,-93.022903
12/10/15 16:01,45.0272207,-93.02290398
